Type,Subject,Skill,Taught in year,Level (1-5),Item,Question or text,Choices,Correct answer,Explanation,Reviewer: OK? (Y/N),Reviewer: notes
Checkpoint form A,science,Electricity (Year 6),6,4,electricity-y6#10,Why do scientists use symbols in circuit diagrams?,They make circuits work better | They are simple and understood everywhere | They look prettier than drawings | They are secret codes,They are simple and understood everywhere,Standard symbols make circuits quick to draw and easy for anyone to read.,,
Checkpoint form B,science,Classifying Living Things,6,2,classification#3,"Which vertebrate group has dry, scaly skin?",Mammals | Birds | Reptiles | Amphibians,Reptiles,"Reptiles such as lizards and snakes have dry, scaly skin. Amphibians have moist skin.",,
Checkpoint form B,science,Classifying Living Things,6,4,classification#8,Which scientist was a pioneer of classification and gave living things two-part Latin names?,Carl Linnaeus | Charles Darwin | Isaac Newton | Mary Anning,Carl Linnaeus,"Carl Linnaeus created the naming system we still use, such as Homo sapiens for humans.",,
Checkpoint form B,science,"Heart, Blood & Health",6,2,circulatory-system#3,What does blood carry to every part of the body?,Bones | Only water | Oxygen and nutrients | Air bubbles,Oxygen and nutrients,"Blood delivers oxygen from the lungs and nutrients from food, and carries away waste.",,
Checkpoint form B,science,"Heart, Blood & Health",6,4,circulatory-system#8,Which part of the blood helps it clot when you cut yourself?,White blood cells | Red blood cells | Platelets | Plasma,Platelets,Platelets stick together to plug a cut and stop the bleeding.,,
Checkpoint form B,science,Evolution & Inheritance,6,2,evolution-inheritance#3,An arctic fox has thick white fur. This helps it survive in the snow and is an example of…,Photosynthesis | Classification | Adaptation | Evaporation,Adaptation,An adaptation is a feature that helps a living thing survive in its environment.,,
Checkpoint form B,science,Evolution & Inheritance,6,4,evolution-inheritance#8,Which two scientists developed the idea of evolution by natural selection?,Isaac Newton and Albert Einstein | Charles Darwin and Alfred Russel Wallace | Mary Anning and Carl Linnaeus | Marie Curie and Louis Pasteur,Charles Darwin and Alfred Russel Wallace,"Darwin and Wallace both came up with natural selection, and their ideas were presented together in 1858.",,
Checkpoint form B,science,Light (Year 6),6,2,light-y6#3,Why does a shadow have the same shape as the object?,"The object gives out dark light | Light travels in straight lines, so the object blocks light in its own shape | Shadows are copies made by our eyes | Light bends around the object","Light travels in straight lines, so the object blocks light in its own shape","The object blocks the straight-line light rays, leaving a dark area with the same outline.",,
Checkpoint form B,science,Light (Year 6),6,4,light-y6#8,Which material would make the darkest shadow?,Clear glass (transparent) | Tissue paper (translucent) | Cardboard (opaque) | Clear plastic (transparent),Cardboard (opaque),"Opaque materials block all light, so they make the darkest shadows.",,
Checkpoint form B,science,Electricity (Year 6),6,2,electricity-y6#3,What happens to a buzzer if you use a higher-voltage cell?,It gets quieter | It stops working | Nothing changes | It gets louder,It gets louder,"A higher voltage gives the buzzer more energy, so it sounds louder.",,
Checkpoint form B,science,Electricity (Year 6),6,4,electricity-y6#8,"In a circuit diagram, what does a circle with a cross inside it show?",A bulb (lamp) | A buzzer | A cell | A switch,A bulb (lamp),A circle with a cross is the symbol for a lamp (bulb).,,
Strategy tip,maths,Number Sense,1,,tip:number-sense,"Count on or back one step at a time. For bigger numbers, compare the tens digit first.",,,,,
Topic note,maths,Number Sense,1,,note:number-sense:1,"Numbers go up by one each time you count: 17, 18, 19, 20.",,,,,
Topic note,maths,Number Sense,1,,note:number-sense:2,"To compare two numbers, look at the biggest place first. 62 is bigger than 58 because 6 tens is more than 5 tens.",,,,,
Topic note,maths,Number Sense,1,,note:number-sense:3,"Counting in steps (2s, 5s, 10s) means adding the same amount each time.",,,,,
Strategy tip,maths,Addition,1,,tip:addition,"Add the ones first. If they make 10 or more, carry 1 to the tens.",,,,,
Topic note,maths,Addition,1,,note:addition:1,"Line numbers up by place value: ones under ones, tens under tens.",,,,,
Topic note,maths,Addition,1,,note:addition:2,"Add the ones first. If they make 10 or more, write the ones digit and carry 1 ten into the tens column.",,,,,
Topic note,maths,Addition,1,,note:addition:3,"Check by estimating: 47 + 38 is about 50 + 40 = 90, so 85 makes sense.",,,,,
Strategy tip,maths,Subtraction,2,,tip:subtraction,"Start with the ones. If the top digit is smaller, exchange 1 ten for 10 ones first.",,,,,
Topic note,maths,Subtraction,2,,note:subtraction:1,"Always take the bottom number away from the top one, column by column, starting with the ones.",,,,,
Topic note,maths,Subtraction,2,,note:subtraction:2,"If the top digit is smaller, exchange: take 1 ten from the tens column and turn it into 10 ones.",,,,,
Topic note,maths,Subtraction,2,,note:subtraction:3,"Check by adding back: if 52 − 27 = 25, then 25 + 27 should make 52.",,,,,
Strategy tip,maths,Place Value,2,,tip:place-value,"Name the places from the right: ones, tens, hundreds, thousands. To round, look at the next digit: 5 or more rounds up.",,,,,
Topic note,maths,Place Value,2,,note:place-value:1,"Each place is worth 10 times the place to its right: ones, tens, hundreds, thousands.",,,,,
Topic note,maths,Place Value,2,,note:place-value:2,"The value of a digit depends on its place: in 4,732 the 7 is worth 700.",,,,,
Topic note,maths,Place Value,2,,note:place-value:3,"To round, look at the digit just to the right of where you are rounding. 5 or more rounds up; 4 or less rounds down.",,,,,
Strategy tip,maths,Multiplication,3,,tip:multiplication,"Use your times tables, or split the bigger number into tens and ones and multiply each part.",,,,,
Topic note,maths,Multiplication,3,,note:multiplication:1,Multiplying means adding equal groups: 4 × 6 is 4 groups of 6.,,,,,
Topic note,maths,Multiplication,3,,note:multiplication:2,You can multiply in any order: 4 × 6 = 6 × 4.,,,,,
Topic note,maths,Multiplication,3,,note:multiplication:3,"For bigger numbers, split them up: 23 × 4 = 20 × 4 + 3 × 4 = 80 + 12 = 92.",,,,,
Strategy tip,maths,Division,3,,tip:division,Division undoes multiplication: what times the number you're dividing by makes the big number?,,,,,
Topic note,maths,Division,3,,note:division:1,"Dividing means sharing into equal groups, or finding how many groups fit.",,,,,
Topic note,maths,Division,3,,note:division:2,"Division is the inverse (opposite) of multiplication: if 6 × 7 = 42, then 42 ÷ 7 = 6.",,,,,
Strategy tip,maths,Fractions,4,,tip:fractions,"To find a fraction of a number, divide by the bottom number, then multiply by the top number.",,,,,
Topic note,maths,Fractions,4,,note:fractions:1,A fraction is part of a whole. The bottom number (denominator) is how many equal parts; the top number (numerator) is how many of those parts.,,,,,
Topic note,maths,Fractions,4,,note:fractions:2,"To find a fraction of an amount, divide by the denominator, then multiply by the numerator: ¾ of 20 = 20 ÷ 4 × 3 = 15.",,,,,
Topic note,maths,Fractions,4,,note:fractions:3,"If the denominators are the same, add the numerators and keep the denominator: 2/7 + 3/7 = 5/7.",,,,,
Strategy tip,maths,Negative Numbers,6,,tip:negative-numbers,"Picture a number line or a thermometer. Count to 0 first, then carry on past it.",,,,,
Topic note,maths,Negative Numbers,6,,note:negative-numbers:1,"Negative numbers are less than zero, like temperatures below freezing: −5 °C is colder than 0 °C.",,,,,
Topic note,maths,Negative Numbers,6,,note:negative-numbers:2,"On a number line, numbers get bigger to the right and smaller to the left.",,,,,
Topic note,maths,Negative Numbers,6,,note:negative-numbers:3,"To find the difference across zero, count to 0 first, then carry on: from −4 to 6 is 4 + 6 = 10.",,,,,
Strategy tip,maths,"Factors, Multiples & Primes",6,,tip:factors-primes,Factors divide exactly into a number and come in pairs. A prime has exactly two factors: 1 and itself.,,,,,
Topic note,maths,"Factors, Multiples & Primes",6,,note:factors-primes:1,"Factors of a number divide into it exactly. The factors of 12 are 1, 2, 3, 4, 6 and 12.",,,,,
Topic note,maths,"Factors, Multiples & Primes",6,,note:factors-primes:2,"Multiples are in a number's times table: multiples of 4 are 4, 8, 12, 16…",,,,,
Topic note,maths,"Factors, Multiples & Primes",6,,note:factors-primes:3,"A prime number has exactly two factors: 1 and itself (2, 3, 5, 7, 11…). 1 is not prime.",,,,,
Topic note,maths,"Factors, Multiples & Primes",6,,note:factors-primes:4,The highest common factor (HCF) is the biggest factor two numbers share. The lowest common multiple (LCM) is the smallest multiple they share.,,,,,
Strategy tip,maths,Order of Operations,6,,tip:order-of-operations,"Brackets first, then × and ÷, then + and −. Don't just go left to right.",,,,,
Topic note,maths,Order of Operations,6,,note:order-of-operations:1,"Work in this order: Brackets, then × and ÷ (left to right), then + and − (left to right).",,,,,
Topic note,maths,Order of Operations,6,,note:order-of-operations:2,"3 + 4 × 5 = 3 + 20 = 23, not 35.",,,,,
Strategy tip,maths,Long Multiplication & Division,6,,tip:long-multiplication-division,"Split the 2-digit number into tens and ones, multiply each part, then add. For division, estimate first.",,,,,
Topic note,maths,Long Multiplication & Division,6,,note:long-multiplication-division:1,"Long multiplication: multiply by the ones digit, then by the tens digit (remember it is worth tens, so write a 0 first), then add the two rows.",,,,,
Topic note,maths,Long Multiplication & Division,6,,note:long-multiplication-division:2,"Long division: divide from the left, one digit at a time, and carry any remainder to the next digit.",,,,,
Topic note,maths,Long Multiplication & Division,6,,note:long-multiplication-division:3,"Estimate first, then check your answer is close.",,,,,
Strategy tip,maths,Fractions (Year 6),6,,tip:fractions-y6,Adding or subtracting? Make the bottom numbers the same first. Multiplying? Multiply tops and bottoms. Simplify at the end.,,,,,
Topic note,maths,Fractions (Year 6),6,,note:fractions-y6:1,Simplify by dividing the top and bottom by their highest common factor: 12/18 = 2/3.,,,,,
Topic note,maths,Fractions (Year 6),6,,note:fractions-y6:2,"To add or subtract fractions, first make the denominators the same using a common multiple: ½ + ⅓ = 3/6 + 2/6 = 5/6.",,,,,
Topic note,maths,Fractions (Year 6),6,,note:fractions-y6:3,"To multiply fractions, multiply the tops and multiply the bottoms: ½ × ¼ = ⅛.",,,,,
Topic note,maths,Fractions (Year 6),6,,note:fractions-y6:4,"To divide a fraction by a whole number, multiply the denominator: ⅓ ÷ 2 = 1/6.",,,,,
Strategy tip,maths,Decimals & Percentages,6,,tip:decimals-percentages,Per cent means out of 100: 10% is ÷ 10 and 5% is half of 10%. × 10 moves digits one place left.,,,,,
Topic note,maths,Decimals & Percentages,6,,note:decimals-percentages:1,"Per cent means ""out of 100"": 25% = 25/100 = 0.25 = ¼.",,,,,
Topic note,maths,Decimals & Percentages,6,,note:decimals-percentages:2,"To find 10%, divide by 10. 5% is half of 10%. Build other percentages from these: 15% = 10% + 5%.",,,,,
Topic note,maths,Decimals & Percentages,6,,note:decimals-percentages:3,"Multiplying by 10, 100 or 1000 moves digits 1, 2 or 3 places to the left; dividing moves them to the right.",,,,,
Strategy tip,maths,Algebra,6,,tip:algebra,Do the opposite operation to undo each step. 3n means 3 × n.,,,,,
Topic note,maths,Algebra,6,,note:algebra:1,A letter stands for an unknown number. 3n means 3 × n.,,,,,
Topic note,maths,Algebra,6,,note:algebra:2,"To find the unknown, undo each step with the opposite operation: undo + with −, and × with ÷.",,,,,
Topic note,maths,Algebra,6,,note:algebra:3,In a linear sequence the terms go up (or down) by the same amount each time.,,,,,
Strategy tip,maths,"Angles, Area & Averages",6,,tip:geometry-statistics,Straight line and triangle: 180°. Around a point and quadrilateral: 360°. Triangle area = ½ × base × height. Mean = total ÷ how many.,,,,,
Topic note,maths,"Angles, Area & Averages",6,,note:geometry-statistics:1,"Angles on a straight line add up to 180°. Angles in a triangle add up to 180°. Angles around a point, and in a quadrilateral, add up to 360°.",,,,,
Topic note,maths,"Angles, Area & Averages",6,,note:geometry-statistics:2,Area of a triangle = ½ × base × perpendicular height. Area of a parallelogram = base × perpendicular height.,,,,,
Topic note,maths,"Angles, Area & Averages",6,,note:geometry-statistics:3,The diameter of a circle is twice the radius.,,,,,
Topic note,maths,"Angles, Area & Averages",6,,note:geometry-statistics:4,The mean is the total of all the numbers divided by how many numbers there are.,,,,,
Strategy tip,science,Living Things,2,,tip:living-things,"Think about what living things need: food, water, air and (for plants) light.",,,,,
Topic note,science,Living Things,2,,note:living-things:1,"Living things grow, need food and water, and produce young.",,,,,
Topic note,science,Living Things,2,,note:living-things:2,"Plants make their own food using sunlight, water and carbon dioxide (photosynthesis).",,,,,
Topic note,science,Living Things,2,,note:living-things:3,"Herbivores eat plants, carnivores eat meat and omnivores eat both.",,,,,
Strategy tip,science,Human Body,3,,tip:human-body,Picture where the organ is in the body and what job it does.,,,,,
Topic note,science,Human Body,3,,note:human-body:1,"The heart pumps blood, the lungs take in oxygen, and the brain controls the body.",,,,,
Topic note,science,Human Body,3,,note:human-body:2,Bones protect organs and support the body; muscles pull on bones to move them.,,,,,
Topic note,science,Human Body,3,,note:human-body:3,"Food travels from the mouth down the oesophagus to the stomach, then the intestines.",,,,,
Strategy tip,science,Materials & Matter,4,,tip:materials,"Think about solids, liquids and gases, and what happens when things heat up or cool down.",,,,,
Topic note,science,Materials & Matter,4,,note:materials:1,"Matter can be a solid (keeps its shape), a liquid (flows, takes the shape of its container) or a gas (spreads out to fill any space).",,,,,
Topic note,science,Materials & Matter,4,,note:materials:2,Heating can melt solids and evaporate liquids; cooling can condense gases and freeze liquids.,,,,,
Topic note,science,Materials & Matter,4,,note:materials:3,Pure water freezes at 0 °C and boils at 100 °C (at sea level).,,,,,
Strategy tip,science,Forces & Energy,4,,tip:forces-energy,Forces are pushes and pulls. Think about which way things move and what slows them down.,,,,,
Topic note,science,Forces & Energy,4,,note:forces-energy:1,A force is a push or a pull. Gravity pulls things towards the Earth; friction slows moving things.,,,,,
Topic note,science,Forces & Energy,4,,note:forces-energy:2,Magnets attract iron and steel. Like poles repel; opposite poles attract.,,,,,
Topic note,science,Forces & Energy,4,,note:forces-energy:3,"Light travels in straight lines, and sound is made by vibrations.",,,,,
Strategy tip,science,Earth & Space,5,,tip:earth-space,Remember: Earth spins once a day and travels round the Sun once a year.,,,,,
Topic note,science,Earth & Space,5,,note:earth-space:1,The Earth spins once a day (giving day and night) and orbits the Sun once a year.,,,,,
Topic note,science,Earth & Space,5,,note:earth-space:2,The Moon orbits the Earth and reflects light from the Sun.,,,,,
Topic note,science,Earth & Space,5,,note:earth-space:3,The seasons are caused by the tilt of the Earth's axis.,,,,,
Strategy tip,science,Classifying Living Things,6,,tip:classification,"Vertebrates have a backbone: fish, amphibians, reptiles, birds and mammals.",,,,,
Topic note,science,Classifying Living Things,6,,note:classification:1,"Living things are sorted into groups by their features: micro-organisms, plants and animals.",,,,,
Topic note,science,Classifying Living Things,6,,note:classification:2,"Vertebrates have a backbone: fish, amphibians, reptiles, birds and mammals. Invertebrates do not.",,,,,
Topic note,science,Classifying Living Things,6,,note:classification:3,Carl Linnaeus created the naming system scientists still use.,,,,,
Strategy tip,science,"Heart, Blood & Health",6,,tip:circulatory-system,The heart pumps blood; arteries carry it away from the heart and veins bring it back.,,,,,
Topic note,science,"Heart, Blood & Health",6,,note:circulatory-system:1,"The circulatory system is the heart, blood vessels and blood.",,,,,
Topic note,science,"Heart, Blood & Health",6,,note:circulatory-system:2,Arteries carry blood away from the heart; veins carry it back; tiny capillaries connect them.,,,,,
Topic note,science,"Heart, Blood & Health",6,,note:circulatory-system:3,"Blood carries oxygen, nutrients and water around the body. Exercise and a healthy diet keep the heart healthy; smoking harms it.",,,,,
Strategy tip,science,Evolution & Inheritance,6,,tip:evolution-inheritance,Living things with helpful features survive and pass those features on to their young.,,,,,
Topic note,science,Evolution & Inheritance,6,,note:evolution-inheritance:1,Offspring inherit features from their parents but are not identical to them (variation).,,,,,
Topic note,science,Evolution & Inheritance,6,,note:evolution-inheritance:2,Adaptations are features that help living things survive in their environment.,,,,,
Topic note,science,Evolution & Inheritance,6,,note:evolution-inheritance:3,"Over many generations, the best-adapted survive and pass on their features. This is natural selection, described by Darwin and Wallace.",,,,,
Topic note,science,Evolution & Inheritance,6,,note:evolution-inheritance:4,Fossils show what living things were like millions of years ago.,,,,,
Strategy tip,science,Light (Year 6),6,,tip:light-y6,"Light travels in straight lines, from a source to an object and into your eyes.",,,,,
Topic note,science,Light (Year 6),6,,note:light-y6:1,Light travels in straight lines.,,,,,
Topic note,science,Light (Year 6),6,,note:light-y6:2,"We see things when light from a source, or light reflected off an object, travels into our eyes.",,,,,
Topic note,science,Light (Year 6),6,,note:light-y6:3,"Shadows form when an object blocks light, so they have the same shape as the object.",,,,,
Strategy tip,science,Electricity (Year 6),6,,tip:electricity-y6,A series circuit is one loop. More cells: brighter. More bulbs: dimmer.,,,,,
Topic note,science,Electricity (Year 6),6,,note:electricity-y6:1,"A series circuit is one complete loop. If there is a gap, nothing works.",,,,,
Topic note,science,Electricity (Year 6),6,,note:electricity-y6:2,More cells (a higher voltage) make bulbs brighter and buzzers louder. More bulbs on the same cell make each one dimmer.,,,,,
Topic note,science,Electricity (Year 6),6,,note:electricity-y6:3,"Circuit diagrams use standard symbols for cells, bulbs, switches, buzzers and motors.",,,,,
Strategy tip,english,Tricky Spellings,6,,tip:spelling-words,Say the word slowly in syllables. Look out for double letters and silent letters.,,,,,
Topic note,english,Tricky Spellings,6,,note:spelling-words:1,"These are words Year 5 and 6 pupils are expected to spell. Many have double letters (accommodate), silent letters (yacht) or unusual patterns (queue).",,,,,
Topic note,english,Tricky Spellings,6,,note:spelling-words:2,"Try ""look, say, cover, write, check"", and break long words into syllables.",,,,,
Strategy tip,english,Spelling Patterns,6,,tip:spelling-patterns,"Think of a related word: caution → cautious, observation → observant, finance → financial.",,,,,
Topic note,english,Spelling Patterns,6,,note:spelling-patterns:1,"-cious/-tious: if the root word ends in -ce, use -cious (space → spacious).",,,,,
Topic note,english,Spelling Patterns,6,,note:spelling-patterns:2,-cial comes after a vowel (special); -tial after a consonant (partial).,,,,,
Topic note,english,Spelling Patterns,6,,note:spelling-patterns:3,-able if you can hear a whole word before it (dependable); otherwise often -ible (possible).,,,,,
Topic note,english,Spelling Patterns,6,,note:spelling-patterns:4,"i before e except after c, when the sound is ""ee"": receive, ceiling.",,,,,
Strategy tip,english,Homophones,6,,tip:homophones,"Work out what the word has to mean in this sentence, then pick the spelling with that meaning.",,,,,
Topic note,english,Homophones,6,,note:homophones:1,Homophones sound the same but have different meanings and spellings.,,,,,
Topic note,english,Homophones,6,,note:homophones:2,"In British English, practice and advice (with c) are nouns; practise and advise (with s) are verbs.",,,,,
Topic note,english,Homophones,6,,note:homophones:3,Affect is usually a verb and effect is usually a noun.,,,,,
Strategy tip,english,Grammar,6,,tip:grammar-y6,Find the verb first. The subject does the verb; the object has it done to them.,,,,,
Topic note,english,Grammar,6,,note:grammar-y6:1,The subject does the verb; the object has the verb done to it.,,,,,
Topic note,english,Grammar,6,,note:grammar-y6:2,"Active: ""The dog ate it."" Passive: ""It was eaten by the dog."" The passive uses was/were + a past participle.",,,,,
Topic note,english,Grammar,6,,note:grammar-y6:3,"Formal writing uses words like ""request"" and ""discover"" instead of ""ask for"" and ""find out"", and the subjunctive ""If I were…"".",,,,,
Topic note,english,Grammar,6,,note:grammar-y6:4,"Synonyms mean the same (big, large). Antonyms are opposites (big, small).",,,,,
Strategy tip,english,Punctuation,6,,tip:punctuation-y6,Check whether each part could stand on its own as a sentence.,,,,,
Topic note,english,Punctuation,6,,note:punctuation-y6:1,A semi-colon joins two clauses that could each be a sentence: It's raining; I'm fed up.,,,,,
Topic note,english,Punctuation,6,,note:punctuation-y6:2,A colon introduces a list or an explanation.,,,,,
Topic note,english,Punctuation,6,,note:punctuation-y6:3,A dash can also mark the boundary between two clauses.,,,,,
Topic note,english,Punctuation,6,,note:punctuation-y6:4,Hyphens join words to avoid confusion: a man-eating shark.,,,,,
Strategy tip,english,Reading Comprehension,6,,tip:reading-y6,Go back to the text. Find the part the question is about and read it again before choosing.,,,,,
Topic note,english,Reading Comprehension,6,,note:reading-y6:1,"Finding information: look for key words from the question in the text, then read the whole sentence around them.",,,,,
Topic note,english,Reading Comprehension,6,,note:reading-y6:2,"Inference means working something out from clues. Ask: what does the text show, even if it doesn't say it?",,,,,
Topic note,english,Reading Comprehension,6,,note:reading-y6:3,Word meanings: read the whole sentence. A word can mean something different in a story from its everyday meaning.,,,,,
Topic note,english,Reading Comprehension,6,,note:reading-y6:4,"A summary covers the main idea of the whole part, not just one detail.",,,,,
Topic note,english,Reading Comprehension,6,,note:reading-y6:5,"Similes compare using ""like"" or ""as""; personification gives human actions to things. Ask what picture they create.",,,,,
Reading text,english,Reading Comprehension,6,,passage:keeper,"The Keeper's Daughter (Story)

The storm had been building all afternoon. By the time Isla climbed the last of the hundred and twelve steps, the windows of the lamp room were rattling in their frames like loose teeth. Below her, the sea hurled itself at the rocks, then drew back, gathering strength for the next attack.

Her father had gone to the mainland that morning to fetch a new part for the lamp. ""Back by six,"" he had promised, ruffling her hair. It was now half past seven, and the little ferry had not returned.

Isla knew what she had to do. She had watched her father light the great lamp a thousand times, though she had never been allowed to touch the brass handle herself. Her fingers trembled as she wound the mechanism, counting each turn under her breath exactly as he did: ""Twenty-one, twenty-two, twenty-three.""

With a low hum, the lamp began to turn. A beam of white light swept across the water, once, twice, three times. Somewhere out in the darkness, a horn sounded: three short blasts. Isla pressed her face to the cold glass and, for the first time that evening, she smiled.",,,,,
Reading text,english,Reading Comprehension,6,,passage:great-fire,"The Great Fire of London (Information)

In the early hours of Sunday 2 September 1666, a fire broke out in a bakery on Pudding Lane in the City of London. The baker, Thomas Farriner, had gone to bed believing his oven was safe. Within hours, the flames had spread to the houses around it.

At the time, London's streets were narrow and crowded. Most houses were built from timber, and their upper floors jutted out over the street, so that buildings on opposite sides almost touched. The summer had been long and dry, and a strong wind from the east blew the fire from one street to the next.

People tried to stop the fire with leather buckets of water and hand-held squirts, but these were no match for the blaze. Eventually, houses were pulled down or blown up with gunpowder to create gaps, called firebreaks, that the fire could not cross.

By the time the fire was put out, four days later, much of the City lay in ruins, including the old St Paul's Cathedral. We know a great deal about these days because of people like Samuel Pepys, who described them in his diary.

London was rebuilt, this time with more buildings of brick and stone. The architect Christopher Wren designed a new St Paul's Cathedral, which still stands today.",,,,,
Reading text,english,Reading Comprehension,6,,passage:leaves,"Why Do Leaves Change Colour? (Information)

Every autumn, many trees in Britain put on a spectacular show. Leaves that were green all summer turn yellow, orange, red and brown before falling to the ground. But where do these colours come from?

During spring and summer, leaves are packed with a green substance called chlorophyll. Chlorophyll allows the tree to capture energy from sunlight and use it to make food from water and carbon dioxide. This process is called photosynthesis. There is so much chlorophyll in a leaf that its green colour hides everything else.

As the days grow shorter and colder, the tree stops making chlorophyll, and the green slowly breaks down. Yellow and orange colours, which were in the leaf all along, can now be seen. Some trees, such as certain maples, also make new red colours in autumn.

Finally, a layer of special cells forms where each leaf joins its twig. This seals the leaf off, and before long it drops. By losing their leaves, trees save water and energy through the winter, ready to grow new leaves in spring.",,,,,
Reading text,english,Reading Comprehension,6,,passage:last-train,"The Last Train Home (Poem)

The station clock says ten past nine,
the platform's cold and bare;
a paper cup goes cartwheeling
through empty evening air.

Then, far away, a silver thread
of light begins to grow;
it slides along the sleeping rails,
a comet, low and slow.

The doors sigh open, warm and bright;
I'm swallowed, safe inside.
The dark rolls past like velvet sea,
and home is one more ride.",,,,,
Reading text,english,Reading Comprehension,6,,passage:library,"Save Our Library! (Letter)

Dear Councillor Patel,

I am writing to ask you to keep Brookfield Library open. I have heard that the council may close it next year to save money, and I believe this would be a serious mistake.

Firstly, the library is much more than a building full of books. Every Saturday, the Reading Club brings together children from different schools, and many of us have made friends there. Where else would we go?

Secondly, not every family can afford to buy books or has a quiet place to do homework. The library gives everyone the same chance, whatever their background. My older brother did all his revision there because our flat is too noisy.

Some people say that everything is online now, so libraries are no longer needed. However, the library's computers are free to use, and the librarians help people who find technology difficult, such as my neighbour, who is eighty-three.

Please visit the library on a Saturday morning and see for yourself how important it is. I am sure you will agree that closing it would be a loss for the whole community.

Yours sincerely,
Amara Okafor (aged 11)",,,,,
Spelling test sentence,english,SATs spelling,6,,dictation:accommodate,The hotel can accommodate two hundred guests.,,accommodate,,,
Spelling test sentence,english,SATs spelling,6,,dictation:accompany,Will you accompany me to the shops?,,accompany,,,
Spelling test sentence,english,SATs spelling,6,,dictation:according,"According to the map, the castle is nearby.",,according,,,
Spelling test sentence,english,SATs spelling,6,,dictation:achieve,"If you practise every day, you can achieve your goal.",,achieve,,,
Spelling test sentence,english,SATs spelling,6,,dictation:aggressive,The dog became aggressive when a stranger came near.,,aggressive,,,
Spelling test sentence,english,SATs spelling,6,,dictation:amateur,My uncle is an amateur photographer.,,amateur,,,
Spelling test sentence,english,SATs spelling,6,,dictation:ancient,We visited an ancient Roman fort.,,ancient,,,
Spelling test sentence,english,SATs spelling,6,,dictation:apparent,It was apparent that nobody had tidied up.,,apparent,,,
Spelling test sentence,english,SATs spelling,6,,dictation:appreciate,I really appreciate your help.,,appreciate,,,
Spelling test sentence,english,SATs spelling,6,,dictation:attached,A note was attached to the present.,,attached,,,
Spelling test sentence,english,SATs spelling,6,,dictation:available,Tickets are available at the door.,,available,,,
Spelling test sentence,english,SATs spelling,6,,dictation:average,The average age of the team is eleven.,,average,,,
Spelling test sentence,english,SATs spelling,6,,dictation:awkward,There was an awkward silence after the joke.,,awkward,,,
Spelling test sentence,english,SATs spelling,6,,dictation:bargain,The bike was a bargain at only ten pounds.,,bargain,,,
Spelling test sentence,english,SATs spelling,6,,dictation:bruise,I got a bruise on my knee when I fell.,,bruise,,,
Spelling test sentence,english,SATs spelling,6,,dictation:category,Which category does a whale belong to?,,category,,,
Spelling test sentence,english,SATs spelling,6,,dictation:cemetery,The old cemetery is next to the church.,,cemetery,,,
Spelling test sentence,english,SATs spelling,6,,dictation:committee,The school council is a committee of pupils.,,committee,,,
Spelling test sentence,english,SATs spelling,6,,dictation:communicate,Dolphins communicate using clicks and whistles.,,communicate,,,
Spelling test sentence,english,SATs spelling,6,,dictation:community,The whole community helped to clean the park.,,community,,,
Spelling test sentence,english,SATs spelling,6,,dictation:competition,Our class won the poetry competition.,,competition,,,
Spelling test sentence,english,SATs spelling,6,,dictation:conscience,My conscience told me to own up.,,conscience,,,
Spelling test sentence,english,SATs spelling,6,,dictation:conscious,She was conscious of everyone looking at her.,,conscious,,,
Spelling test sentence,english,SATs spelling,6,,dictation:controversy,The new rule caused a lot of controversy.,,controversy,,,
Spelling test sentence,english,SATs spelling,6,,dictation:convenience,"For your convenience, the shop opens early.",,convenience,,,
Spelling test sentence,english,SATs spelling,6,,dictation:correspond,I correspond with a pen pal in France.,,correspond,,,
Spelling test sentence,english,SATs spelling,6,,dictation:criticise,It is easy to criticise but harder to help.,,criticise,,,
Spelling test sentence,english,SATs spelling,6,,dictation:curiosity,Curiosity made the cat look inside the box.,,curiosity,,,
Spelling test sentence,english,SATs spelling,6,,dictation:definite,We need a definite answer by Friday.,,definite,,,
Spelling test sentence,english,SATs spelling,6,,dictation:desperate,"After the long walk, we were desperate for a drink.",,desperate,,,
Spelling test sentence,english,SATs spelling,6,,dictation:determined,She was determined to finish the race.,,determined,,,
Spelling test sentence,english,SATs spelling,6,,dictation:develop,Tadpoles develop into frogs.,,develop,,,
Spelling test sentence,english,SATs spelling,6,,dictation:dictionary,Look the word up in the dictionary.,,dictionary,,,
Spelling test sentence,english,SATs spelling,6,,dictation:disastrous,Forgetting the tent was a disastrous mistake.,,disastrous,,,
Spelling test sentence,english,SATs spelling,6,,dictation:embarrass,Please don't embarrass me in front of my friends.,,embarrass,,,
Spelling test sentence,english,SATs spelling,6,,dictation:environment,We must look after the environment.,,environment,,,
Spelling test sentence,english,SATs spelling,6,,dictation:equipment,Put the PE equipment back in the cupboard.,,equipment,,,
Spelling test sentence,english,SATs spelling,6,,dictation:especially,"I love fruit, especially strawberries.",,especially,,,
Spelling test sentence,english,SATs spelling,6,,dictation:exaggerate,Don't exaggerate: it wasn't a million spiders!,,exaggerate,,,
Spelling test sentence,english,SATs spelling,6,,dictation:excellent,That was an excellent piece of writing.,,excellent,,,
Spelling test sentence,english,SATs spelling,6,,dictation:existence,Scientists argue about the existence of life on other planets.,,existence,,,
Spelling test sentence,english,SATs spelling,6,,dictation:explanation,The teacher gave a clear explanation.,,explanation,,,
